A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20
63,58,43,30,50,63,31,23,61,47,41,5,73,99,68,26,77,9,3,6,58,50,48,97,94,64,15,13,69,42,78,30,67,21,80,16,58,57,97,88,50,29,63,18,82,63,97,99,52,18,64,42,97,59,18,50,51,56,12,55,14,15,34,87,74,100,3,10,57,2,81,79,9,78,59,8,73,46,3,54,77,36,11,19,11,83,12,85,21,13,82,73,17,62,16,98,67,2,2,60,90,82,47,60,28,90,37,2,58,36,24,14,59,50,37,95,41,86,53,100,5,59,7,20,38,74,22,79,51,52,93,97,45,45,20,12,11,3,31,77,99,13,60,23,24,87,38,94,70,88,25,47,87,48,45,66,26,62,38,100,0,2,31,7,34,30,47,29,37,39,31,97,53,27,57,60,25,53,64,35,74,67,80,29,9,45,24,41,9,54,8,74,38,98,33,6,73,59,56,75
93,31,88,4,10,65,41,90,74,16,90,41,83,61,92,62,97,9,72,84,65,8,19,15,25,83,51,88,79,79,13,40,96,14,4,5,93,92,100,4,88,54,57,57,40,76,25,31,25,30,4,46,30,76,56,67,82,2,61,86,9,18,92,27,77,43,20,93,8,66,38,60,91,53,30,55,39,3,99,39,63,96,31,25,86,81,17,33,70,92,43,1,3,86,78,98,64,53,60,17,70,96,49,21,64,62,52,80,50,62,55,1,76,27,9,94,85,57,45,92,27,77,43,99,76,12,100,58,50,12,99,69,55,98,63,68,1,58,1,92,77,78,29,66,64,49,97,55,60,71,76,72,22,66,28,24,15,72,82,89,6,0,20,2,34,1,49,75,27,50,1,11,88,43,68,83,56,85,57,41,72,21,62,18,85,11,18,96,14,44,86,1,8,30,41,83,91,79,8,24
68,13,21,99,83,95,86,9,8,25,77,94,47,65,77,39,47,41,93,82,46,90,63,52,45,43,89,30,89,46,66,55,54,43,94,7,70,52,58,25,78,82,11,72,41,8,38,92,79,10,12,23,79,97,79,61,38,50,61,91,64,54,4,74,35,80,63,46,43,17,35,36,29,97,25,20,77,49,97,66,41,31,56,2,91,37,15,52,74,4,67,28,79,39,84,100,10,26,23,88,67,5,81,60,81,29,79,89,36,57,22,15,98,69,99,3,98,48,57,55,73,48,65,36,29,63,87,47,76,77,70,74,20,3,43,85,42,18,24,77,36,46,99,84,83,68,23,28,16,93,9,7,68,50,45,35,97,84,11,19,52,78,0,36,45,42,57,71,82,27,85,51,30,67,84,39,15,6,75,27,9,42,25,75,68,17,96,84,55,99,19,100,87,85,88,37,5,25,87,46
87,47,62,3,11,2,6,51,46,96,80,11,98,41,25,56,5,79,12,41,6,33,92,85,6,100,67,44,44,70,77,57,75,74,65,85,97,14,95,52,9,17,66,58,56,24,7,45,8,3,51,95,74,85,25,8,66,12,28,64,33,24,1,4,84,60,19,48,22,82,20,1,21,25,95,86,12,45,94,89,93,89,56,68,61,65,32,38,35,11,70,16,74,76,61,17,43,66,95,56,14,45,76,51,53,73,73,33,29,42,33,36,78,85,62,5,44,10,69,58,80,17,59,4,83,83,53,76,64,33,17,88,85,74,89,87,43,38,23,40,41,86,13,7,42,64,18,82,86,98,59,18,10,24,78,69,45,42,89,73,9,29,43,0,97,57,45,91,84,89,98,10,16,66,63,79,2,73,27,22,99,18,82,38,81,1,93,85,96,3,59,24,2,19,2,1,25,68,77,30
60,37,23,42,23,52,93,39,42,51,81,84,4,4,75,91,81,63,62,46,90,27,85,24,66,6,90,44,22,79,45,3,78,84,21,55,74,31,46,82,86,30,100,66,21,55,54,20,79,41,87,55,25,92,92,49,90,74,19,28,43,29,60,71,42,76,81,17,51,28,18,51,82,95,66,68,5,86,17,69,1,85,34,76,91,37,27,86,52,40,90,14,49,98,69,19,57,96,26,17,95,35,92,48,10,96,45,72,81,14,38,26,5,48,89,63,81,82,88,99,16,82,82,21,16,67,1,30,9,15,10,98,81,6,27,39,50,22,19,91,34,59,25,37,49,71,75,19,55,17,1,19,44,7,86,80,35,56,44,5,89,99,87,27,0,14,30,25,35,36,100,95,44,34,5,81,93,28,98,28,25,40,25,87,35,40,7,5,9,9,84,22,72,21,72,51,10,98,58,63
53,99,95,25,50,84,75,74,30,63,71,6,22,37,76,94,76,40,100,39,2,52,3,84,8,99,46,56,14,39,97,59,29,8,70,45,48,56,20,5,49,74,63,99,40,83,25,93,63,7,44,15,9,87,79,60,95,83,76,2,80,37,84,7,90,24,6,31,67,38,35,64,62,46,47,97,78,83,10,29,71,22,50,64,1,96,36,2,44,47,39,20,84,64,65,79,4,16,68,20,24,81,17,53,70,87,34,26,78,44,5,6,74,28,69,73,98,1,57,70,59,24,40,70,59,8,75,5,55,8,47,65,4,91,7,66,22,91,72,3,45,87,56,33,62,82,70,14,41,96,49,8,32,10,31,74,85,55,5,74,45,14,96,46,72,0,39,99,11,34,78,56,78,25,57,1,82,4,39,24,80,85,10,81,14,80,94,50,95,39,81,20,54,95,69,91,81,70,5,90
97,77,34,54,80,3,59,85,48,64,77,51,62,10,72,85,15,22,53,45,60,20,20,1,48,15,24,82,54,24,50,94,35,27,35,36,60,67,41,58,82,69,55,39,96,78,49,98,16,56,13,97,14,75,66,78,34,71,49,79,13,42,99,57,7,12,22,18,70,41,79,52,2,64,68,8,50,3,60,95,81,36,50,94,3,54,35,89,24,88,27,1,70,68,15,10,12,72,26,55,13,19,48,97,81,29,15,92,97,67,82,64,53,42,4,17,16,68,29,30,72,67,15,13,14,74,29,48,52,90,72,89,20,58,89,13,1,50,77,15,65,89,94,60,38,30,24,82,41,48,69,4,73,94,83,47,32,48,64,17,76,54,13,60,90,3,0,86,76,6,40,91,67,96,69,41,46,74,15,100,92,92,55,92,73,36,71,49,75,2,49,47,65,51,16,49,66,7,46,89
14,34,77,94,76,74,22,82,56,11,54,67,13,18,73,94,84,33,94,73,100,98,28,15,42,82,81,44,10,9,94,65,31,99,70,84,56,69,97,54,72,9,70,41,77,3,87,46,31,60,64,33,29,98,9,72,85,27,57,28,94,46,8,5,44,58,49,12,88,55,2,36,5,21,48,15,59,52,57,57,42,71,43,62,42,56,8,26,51,50,3,55,7,19,41,90,36,25,11,75,27,40,99,41,4,74,81,67,63,17,97,49,36,91,16,5,69,96,30,22,98,9,7,2,55,62,87,42,22,61,63,29,15,5,4,1,32,54,16,93,97,20,36,88,93,91,64,53,76,32,60,47,6,40,100,11,29,67,97,41,26,100,78,99,80,61,41,0,87,94,33,69,21,82,58,35,70,71,47,9,100,9,51,4,18,32,82,62,48,9,34,82,91,30,73,84,78,63,79,30
54,79,98,65,3,51,73,58,63,49,36,75,47,36,9,81,14,94,35,66,9,41,77,68,98,70,20,66,96,22,61,32,52,44,89,37,1,26,33,53,23,40,42,70,27,41,61,20,64,65,49,77,20,65,52,65,8,11,70,40,86,65,59,38,22,88,7,52,65,11,29,30,3,83,26,37,66,94,30,95,45,51,36,80,15,98,20,89,80,15,40,78,49,38,81,41,25,5,49,66,36,95,53,45,73,38,89,98,89,32,28,73,54,22,83,43,15,31,57,87,90,16,57,47,40,83,42,51,72,99,8,90,34,39,29,80,3,66,84,86,37,58,91,19,73,85,33,81,57,17,24,3,40,21,59,11,88,45,50,31,7,60,54,57,65,43,30,71,0,6,3,36,36,77,40,70,6,63,53,19,85,62,25,40,99,12,69,49,87,89,46,32,54,47,72,99,76,87,55,76
97,45,45,14,66,58,66,15,7,16,32,7,95,10,40,67,30,41,18,19,53,54,65,13,3,57,11,58,63,19,8,79,62,59,71,11,75,26,39,97,3,23,84,78,55,13,68,81,13,11,35,75,86,24,25,49,49,97,14,3,66,62,35,59,75,81,25,15,74,65,13,21,23,32,56,15,29,65,58,44,70,1,30,60,63,19,82,32,69,58,94,8,13,14,75,14,85,7,12,26,22,14,74,59,43,83,94,43,6,2,36,34,30,78,24,51,30,5,28,50,36,65,93,88,49,61,60,66,68,75,79,96,42,96,90,50,25,32,5,5,48,85,18,21,63,23,52,1,4,12,15,27,65,85,31,90,84,11,91,34,64,94,7,20,32,87,78,3,27,0,98,12,52,95,87,99,75,37,61,52,12,21,47,77,4,81,7,17,66,57,74,60,32,37,96,75,46,89,76,99
52,70,77,10,66,26,50,6,9,98,56,64,3,61,82,79,35,17,57,14,2,22,52,34,25,8,56,17,28,27,95,77,39,8,34,31,42,13,4,33,78,36,91,25,95,26,57,5,11,86,57,86,47,52,48,93,21,100,54,73,88,75,25,53,73,2,65,12,99,57,20,12,16,80,42,90,83,2,93,68,33,8,32,47,67,97,67,9,5,88,57,71,61,79,36,78,81,78,89,91,53,15,93,45,53,16,14,46,44,29,10,15,60,42,74,24,47,32,37,79,50,52,95,77,34,16,29,43,97,5,88,16,70,80,46,5,17,95,59,59,69,13,34,61,50,87,66,83,56,25,87,74,92,49,52,96,57,24,21,70,30,2,64,70,41,3,83,3,88,49,0,67,88,7,77,81,69,98,4,68,74,17,74,33,36,45,63,22,91,69,76,46,88,9,28,69,100,97,63,9
1,29,39,27,22,59,92,42,6,94,90,68,7,20,2,30,68,60,30,7,9,45,94,37,77,10,97,8,15,25,58,87,50,97,25,95,58,67,59,56,90,39,4,23,79,47,59,14,95,31,18,51,39,15,77,12,55,45,95,92,14,22,10,38,72,94,15,33,56,38,80,17,50,3,98,61,84,11,23,52,40,88,44,69,3,20,76,27,27,13,39,18,28,23,42,72,42,41,6,61,16,91,95,31,59,69,12,99,64,75,1,95,83,19,48,69,43,89,7,57,17,99,83,22,99,51,80,64,96,46,80,14,85,22,1,70,10,71,27,17,75,77,45,35,61,39,77,42,17,32,100,24,26,74,12,43,97,76,10,79,34,5,11,78,37,49,11,89,66,35,82,0,88,64,36,32,83,95,15,71,28,38,38,11,60,37,68,40,71,73,33,23,95,35,17,62,63,34,62,4
3,98,52,70,63,74,28,70,89,94,79,36,92,50,46,60,94,6,26,63,34,86,1,74,95,68,23,12,57,35,21,57,40,91,84,13,100,94,35,10,60,66,45,33,85,26,78,96,6,87,98,57,68,67,32,56,10,58,54,77,35,25,46,15,10,20,30,45,80,13,17,31,6,56,26,92,61,41,19,12,96,83,54,38,29,73,34,9,19,33,19,64,11,33,74,5,98,13,47,59,59,61,32,100,42,25,12,42,39,38,21,2,42,35,6,30,28,81,11,85,30,70,59,61,22,3,10,72,62,2,28,17,57,28,52,7,24,26,41,82,28,41,61,47,97,89,3,35,65,18,66,13,90,19,13,72,52,1,38,87,62,18,6,13,72,51,5,76,27,73,25,18,0,45,43,24,54,72,13,66,67,35,42,83,95,95,97,34,56,9,55,100,32,95,90,18,10,15,22,8
42,35,95,54,82,26,37,64,26,2,29,25,97,37,72,65,5,26,42,58,95,25,4,22,74,24,20,1,49,51,28,5,21,46,99,89,35,83,77,67,29,89,29,14,37,54,29,93,85,90,6,52,62,44,17,35,8,83,96,4,69,12,9,59,17,54,19,65,56,27,8,55,43,100,54,11,30,40,60,80,34,62,9,80,11,86,73,32,83,92,3,71,63,40,85,88,65,84,28,73,72,72,79,29,49,98,57,100,4,30,2,10,13,54,38,8,94,20,22,36,47,84,79,97,99,41,65,9,18,31,45,30,24,15,46,34,11,34,44,74,62,62,91,84,67,23,29,67,56,43,7,15,13,21,99,45,45,57,1,6,59,26,99,25,93,17,84,81,74,71,42,98,42,0,98,66,54,94,73,7,75,87,88,28,32,89,73,18,43,98,1,76,87,40,87,38,18,33,63,88
2,88,39,23,26,46,46,46,5,23,46,52,61,42,60,10,28,10,29,43,5,35,18,11,45,97,63,46,79,38,63,62,91,24,52,70,26,12,41,47,11,83,59,78,38,65,44,91,39,10,47,81,65,51,86,70,40,55,58,31,14,13,13,64,96,82,89,3,65,50,100,97,2,45,90,8,7,57,81,3,13,91,54,40,47,89,13,34,50,9,16,9,23,82,1,57,18,11,10,38,41,45,37,50,90,67,74,2,90,72,16,93,52,2,65,32,1,48,53,82,26,15,76,44,8,89,18,11,79,89,59,99,89,25,62,58,86,33,32,3,96,96,66,85,48,55,57,54,24,44,78,51,75,93,42,2,80,81,79,59,16,77,83,75,33,36,88,23,27,76,83,72,95,69,0,31,47,18,44,21,74,29,20,18,6,91,6,11,96,30,73,66,45,77,57,55,8,42,25,1
22,44,76,43,80,27,63,78,100,69,36,46,31,14,57,68,7,36,59,37,84,77,86,56,48,83,84,83,62,99,79,35,45,3,55,21,25,65,88,63,17,91,80,24,4,88,60,97,13,87,77,32,68,53,62,66,28,51,31,53,85,3,72,53,32,79,81,89,88,58,21,52,36,13,41,39,59,78,51,82,83,5,57,48,16,62,96,51,16,8,6,70,80,29,26,95,20,16,63,39,30,63,38,68,65,40,94,53,41,27,90,50,58,97,58,62,92,28,34,13,74,2,26,12,28,47,59,67,21,59,92,72,57,17,50,65,96,46,64,59,42,97,54,56,18,100,49,4,95,35,92,73,24,56,13,64,64,31,33,2,69,51,69,62,62,14,31,100,65,7,75,25,62,85,92,0,32,46,65,84,75,5,7,42,32,94,31,56,1,22,73,55,49,80,94,32,40,26,46,29
60,10,46,73,65,27,20,56,3,30,76,81,46,72,11,65,15,17,49,86,30,11,27,23,23,48,49,4,7,84,48,13,29,79,22,89,64,74,42,57,37,85,70,57,97,58,81,47,28,90,54,32,75,27,73,9,98,93,71,72,45,79,75,22,55,45,78,86,80,21,36,9,46,34,69,5,4,37,55,89,41,50,72,18,36,66,39,27,39,25,89,29,17,3,21,80,2,58,66,87,1,50,13,32,90,7,64,61,38,95,50,81,45,35,94,37,52,32,9,37,80,78,38,12,86,63,42,87,83,31,37,41,57,31,64,41,39,72,7,78,2,66,2,16,92,40,15,62,73,88,26,93,45,20,4,42,46,58,24,31,15,10,28,50,16,59,17,4,26,89,9,84,53,54,11,96,0,39,57,81,31,94,98,22,71,90,38,45,59,94,12,21,13,11,44,52,12,37,88,92
83,37,36,9,8,59,22,58,96,44,51,30,97,76,91,17,59,92,18,18,62,91,88,77,36,57,38,98,64,14,36,4,34,35,34,66,60,85,78,83,18,42,44,62,90,75,20,93,76,37,23,69,83,92,63,37,21,28,39,48,64,39,4,8,37,94,21,8,15,84,77,24,39,35,5,53,30,30,32,33,56,27,26,87,78,72,11,42,62,72,29,93,74,2,55,12,27,77,92,2,71,45,88,61,85,82,74,90,23,42,11,61,54,59,35,33,43,86,17,89,67,75,6,58,30,81,63,45,100,21,20,3,3,21,22,98,61,7,61,94,75,62,32,31,98,39,7,33,83,69,27,100,68,85,43,48,35,76,14,48,59,65,98,89,19,11,15,18,51,33,71,14,31,8,79,49,41,0,87,74,50,51,63,85,3,14,99,34,43,44,47,44,97,76,46,75,52,71,62,30
15,46,97,70,20,50,15,54,52,68,5,40,36,56,23,17,80,71,39,74,46,29,1,22,22,99,21,12,35,72,63,89,34,36,34,84,78,3,61,10,54,100,90,73,33,78,97,23,84,21,36,98,69,31,31,46,18,26,17,74,1,98,60,3,62,10,43,44,19,22,80,47,90,76,99,26,82,57,2,97,2,46,67,92,83,65,82,94,95,89,59,52,9,60,91,86,78,53,89,94,98,5,69,45,76,9,46,75,28,72,36,38,36,25,92,20,12,26,4,50,61,57,9,29,21,98,16,51,78,40,27,58,7,87,82,17,97,7,26,10,4,93,57,28,62,47,19,30,14,89,80,58,99,97,85,36,2,76,31,93,75,5,39,97,100,29,87,76,60,30,80,45,25,29,77,79,22,85,0,49,92,25,97,62,56,95,5,87,45,91,38,60,55,18,32,57,20,23,11,91
71,56,79,51,82,91,68,10,63,62,51,46,28,66,50,40,28,45,11,59,96,92,17,57,20,62,55,7,8,14,55,32,91,26,64,6,4,79,65,81,73,37,51,30,15,27,96,83,95,95,90,50,2,73,85,93,93,84,85,25,100,49,49,59,95,69,2,62,40,98,4,13,2,65,34,39,83,89,100,98,8,92,32,52,85,62,34,46,46,32,99,21,62,2,59,53,63,78,68,40,51,15,84,61,60,92,64,64,25,32,57,54,3,94,85,11,7,75,48,10,47,73,50,25,31,33,6,52,26,1,35,66,1,60,3,14,73,91,21,22,81,4,15,23,70,27,97,34,99,7,70,32,5,88,91,100,61,43,83,25,11,63,96,91,37,69,15,94,79,44,53,28,28,98,95,96,20,51,3,0,88,46,86,76,24,53,35,4,100,9,97,45,24,66,100,65,43,57,72,52
13,79,10,71,40,89,85,61,10,30,62,45,10,41,78,45,13,69,36,92,61,32,63,94,9,31,43,23,20,50,91,89,97,54,91,43,53,95,73,58,9,40,77,6,5,17,79,26,99,83,94,75,41,66,56,58,91,18,90,32,98,88,30,37,24,59,93,90,67,22,99,33,68,85,86,27,25,20,29,74,31,22,54,18,57,50,53,40,56,13,33,46,52,82,20,38,85,67,95,45,75,88,21,46,97,3,14,4,98,59,70,87,98,84,78,59,88,62,43,71,24,27,90,39,65,25,60,12,52,69,1,54,16,78,76,80,64,57,6,67,44,95,58,86,59,86,85,91,93,16,89,55,17,72,30,98,60,17,13,86,74,26,80,71,76,95,6,11,72,89,38,33,40,82,58,88,58,85,2,58,0,26,62,92,35,96,85,79,36,5,43,47,87,35,69,79,62,19,92,59
50,50,5,98,33,29,93,26,85,39,78,48,31,94,1,39,82,57,81,15,85,24,2,35,40,52,31,86,64,73,29,55,11,84,60,47,17,12,20,7,5,96,17,76,28,88,12,93,88,64,17,48,12,17,32,30,22,4,83,91,87,68,2,52,75,96,15,96,52,76,6,47,66,50,12,5,57,40,90,39,42,45,62,43,90,1,10,67,31,29,79,21,80,38,95,79,65,78,21,5,72,4,62,35,94,99,49,42,80,43,64,46,82,73,49,50,71,35,89,74,56,4,4,42,26,89,7,68,77,3,84,42,28,62,12,1,40,18,51,96,18,21,2,90,29,26,50,33,24,25,20,29,16,33,67,47,69,76,90,6,36,36,75,57,51,10,85,62,5,60,95,43,90,61,1,43,7,90,75,21,87,0,46,50,98,78,3,100,18,28,40,99,60,25,34,27,57,48,50,55
96,97,28,33,52,23,22,59,45,78,60,61,50,54,97,56,80,69,15,15,5,47,84,10,83,13,70,47,41,70,26,64,94,93,52,63,73,90,5,64,5,73,83,27,79,46,100,62,29,8,37,67,10,28,45,94,97,34,86,14,99,74,13,70,42,44,100,65,77,16,65,81,27,6,36,38,35,22,31,7,77,21,61,27,19,18,73,55,55,7,9,18,6,17,90,91,89,44,26,47,3,83,98,33,74,79,79,58,19,28,74,2,30,59,25,49,46,50,74,81,41,87,83,52,46,37,70,52,85,65,41,49,42,48,49,66,91,18,48,50,56,33,87,41,1,25,9,18,35,92,31,66,54,55,37,51,18,49,64,28,11,73,46,30,17,31,29,87,4,13,100,66,18,87,8,42,79,72,64,90,42,79,0,70,44,32,9,69,10,91,26,91,37,26,6,12,93,17,26,26
36,55,3,72,74,39,47,28,91,39,46,83,52,17,18,49,35,83,50,19,19,89,28,28,72,96,31,84,70,60,12,73,61,75,15,65,20,45,35,52,24,45,67,32,47,34,91,94,3,69,79,80,75,41,56,16,72,34,44,52,25,66,38,31,57,20,97,12,97,34,62,72,98,61,61,62,44,21,80,71,10,62,33,76,82,49,94,62,86,47,28,9,70,98,63,93,99,57,33,49,100,47,18,44,83,94,37,22,11,32,58,39,33,33,61,76,17,99,99,14,62,56,88,29,85,56,28,100,92,87,55,64,14,71,25,31,12,75,58,48,66,83,97,62,41,55,71,4,94,24,44,30,94,97,53,6,33,38,68,43,72,63,96,68,77,57,29,6,55,100,57,30,61,22,70,10,68,50,86,2,13,38,14,0,71,87,29,30,98,93,20,5,47,31,72,39,26,86,56,2
53,88,77,75,88,14,9,7,83,25,21,70,67,90,23,65,54,32,78,22,45,48,78,12,2,25,71,41,95,2,84,36,10,33,10,82,1,29,24,41,100,43,36,90,75,79,35,53,17,41,46,47,95,95,96,69,82,32,98,87,12,78,44,50,54,1,49,1,27,6,5,68,72,35,87,25,50,92,1,92,78,10,45,51,100,81,26,63,32,21,77,26,93,52,71,9,23,45,94,49,58,36,53,64,18,55,38,9,90,34,27,2,76,48,66,53,56,79,64,97,55,38,96,99,39,31,48,1,38,24,90,18,40,49,80,15,73,53,79,73,44,42,50,16,57,7,58,88,93,64,13,3,77,27,20,42,32,92,74,84,6,3,87,16,74,33,15,99,4,6,93,84,90,5,26,41,88,25,23,37,89,2,11,4,0,22,60,60,72,25,85,75,80,87,89,58,71,59,83,35
67,20,35,66,7,13,13,25,67,2,49,25,68,73,57,69,13,66,6,31,100,56,5,37,75,87,4,16,21,51,77,89,44,68,26,19,35,53,32,18,67,11,58,6,22,57,34,60,5,72,74,21,21,34,9,1,5,82,90,18,14,51,20,13,100,39,94,86,73,16,71,4,81,13,88,62,99,1,48,25,3,20,70,75,55,64,8,39,66,42,13,38,37,14,41,77,33,73,78,48,4,95,98,44,67,76,12,67,7,78,17,54,54,50,28,5,18,1,81,99,81,97,51,67,73,25,6,8,87,54,31,77,41,20,26,53,89,5,98,34,76,12,34,93,64,34,5,9,92,55,66,64,89,96,41,6,2,8,88,27,25,11,7,71,5,99,37,16,61,52,28,30,10,6,98,7,32,97,44,4,43,10,58,25,42,0,82,13,67,76,75,29,48,57,88,40,63,55,3,12
3,73,88,60,25,57,22,40,3,86,20,94,60,96,93,21,3,39,78,79,49,31,79,65,44,11,7,81,59,1,12,52,18,81,57,32,88,25,48,14,49,36,76,51,68,53,32,74,57,20,63,11,93,97,70,34,98,13,73,63,12,1,41,50,95,99,27,9,45,78,58,86,8,89,23,3,45,66,41,55,87,70,1,63,6,90,52,52,1,20,84,47,87,75,25,66,8,94,41,77,75,63,36,73,73,36,86,44,83,80,93,75,53,30,11,28,27,86,93,24,52,2,51,79,70,24,19,23,50,70,46,63,27,34,44,93,24,3,5,96,46,32,6,78,37,57,71,30,86,23,84,11,34,81,33,45,73,3,7,92,56,96,47,72,60,13,97,68,49,7,40,69,65,5,24,31,67,92,94,47,27,79,15,88,96,20,0,29,83,18,41,16,54,28,95,93,41,46,57,82
60,22,23,51,25,58,8,50,25,64,37,42,20,4,53,38,66,77,71,41,68,76,19,85,21,6,15,5,4,15,35,85,48,50,34,36,18,85,74,80,18,45,16,1,40,71,89,21,36,22,87,18,59,17,37,46,12,42,88,87,30,23,50,71,17,83,13,88,48,33,62,68,3,36,89,92,99,72,52,15,38,58,9,40,49,48,12,57,23,59,89,38,2,91,74,28,33,45,90,58,95,51,69,36,91,95,68,83,47,7,88,88,88,95,73,82,15,95,96,83,2,34,34,14,48,60,66,24,82,56,68,52,9,95,5,38,59,19,17,17,15,65,52,45,74,30,62,76,47,98,14,79,9,43,60,83,53,48,95,9,6,75,17,89,28,6,18,26,82,47,37,80,81,78,14,61,99,17,67,28,77,88,65,9,77,29,56,0,3,90,16,68,10,31,9,14,80,1,76,22
62,49,50,80,43,6,80,4,82,93,56,55,67,85,31,10,28,64,55,48,22,92,44,53,83,14,63,38,94,98,58,17,95,67,83,41,58,77,15,97,68,34,84,32,13,40,56,6,65,59,7,6,10,14,44,48,78,44,81,5,40,50,11,4,76,26,58,12,77,92,35,23,32,49,2,91,73,76,17,59,81,42,53,67,73,91,12,19,94,30,11,53,98,49,63,91,71,62,45,23,84,16,80,27,58,86,19,89,15,90,65,36,50,81,31,2,26,53,13,67,72,30,70,80,61,20,79,65,83,81,52,32,79,84,84,46,87,56,52,22,51,91,64,81,89,39,84,48,8,74,45,97,64,90,85,12,55,86,91,14,81,14,36,11,37,92,21,99,14,78,53,14,23,51,90,85,56,63,75,91,14,60,49,21,12,94,64,14,0,54,99,41,84,43,49,3,74,13,27,12
38,89,75,74,96,3,25,75,9,59,11,59,85,23,71,89,55,34,12,100,10,57,25,92,9,15,79,86,68,63,51,57,5,89,17,23,30,30,21,60,14,57,17,36,70,32,91,42,45,58,60,49,63,79,38,33,10,88,36,34,86,66,33,32,61,39,66,68,55,62,83,72,71,40,5,39,35,58,35,63,65,68,58,19,48,88,71,6,69,42,56,10,57,49,52,52,19,92,38,23,92,1,52,72,34,56,27,56,52,10,77,11,59,94,91,80,47,52,87,29,18,95,89,89,15,79,78,42,30,63,51,14,27,10,82,46,81,63,10,16,92,13,53,26,8,44,21,84,97,58,27,95,85,86,63,28,48,36,30,37,20,87,16,72,96,81,36,22,29,55,61,31,74,41,54,33,77,39,24,82,65,98,15,2,13,12,92,74,57,0,62,47,54,6,74,54,16,5,72,35
33,42,88,91,39,20,55,99,24,42,27,68,12,50,14,1,78,37,74,90,69,56,30,36,93,19,71,83,39,35,39,76,51,41,74,47,86,28,64,97,44,19,80,17,5,61,66,98,64,60,75,30,35,59,39,6,54,15,4,19,89,85,49,54,93,62,99,11,24,48,3,19,20,99,18,72,10,19,80,75,48,23,77,30,95,38,95,87,67,33,50,25,84,22,72,66,14,70,39,63,25,69,9,31,27,64,75,49,46,36,8,87,22,92,72,71,93,25,51,87,7,5,97,16,56,68,86,70,7,93,7,13,26,96,51,62,44,62,80,100,24,37,37,64,40,94,92,100,82,34,33,42,79,75,66,59,32,83,10,2,94,61,65,42,100,44,73,69,14,40,6,74,80,53,5,37,100,31,98,19,90,63,62,9,72,19,23,20,19,13,0,56,97,41,71,15,54,7,64,100
8,33,61,78,87,74,61,33,33,100,27,64,22,12,46,87,83,65,8,29,100,12,15,32,71,11,52,52,8,17,42,18,83,65,88,16,35,15,95,63,10,5,84,74,4,90,24,100,92,93,32,11,64,57,17,11,13,26,51,86,88,20,77,26,56,52,21,73,55,97,32,37,15,47,46,100,97,75,95,88,47,99,58,29,29,2,15,81,68,39,43,57,46,70,94,2,88,9,56,78,74,86,31,21,53,66,99,40,68,44,10,40,98,84,67,57,92,83,17,40,18,2,80,14,29,34,77,85,41,4,99,19,87,82,28,4,43,33,92,21,50,49,95,86,43,15,20,23,4,42,2,44,44,60,51,22,88,99,80,80,34,12,48,37,68,37,16,11,25,77,59,51,60,92,56,9,21,72,43,24,83,24,92,3,5,84,100,12,19,1,36,0,53,13,24,57,66,71,66,82
26,5,32,88,22,1,84,77,26,2,25,23,15,15,61,86,62,9,71,4,90,14,91,91,95,40,75,62,59,51,30,71,55,92,88,53,76,77,37,52,15,2,42,47,97,10,71,81,81,100,91,79,38,2,3,93,91,59,10,99,1,52,81,75,35,71,62,61,71,86,40,4,53,57,47,48,57,17,97,42,74,65,89,53,9,14,80,72,40,66,26,38,22,89,67,52,83,45,29,42,82,99,10,73,85,77,30,99,24,13,7,56,29,90,4,20,90,16,33,12,17,62,29,77,19,98,37,42,90,26,7,98,75,60,80,33,90,57,18,91,51,27,51,93,72,12,81,100,58,73,50,16,35,18,95,19,37,5,13,48,68,33,67,84,96,83,92,83,33,32,20,43,36,71,12,63,84,73,37,21,3,19,100,68,68,61,90,98,94,64,14,92,0,49,65,87,95,92,30,72
